"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"VTCN1",1.71987733692434e-142,1.56153100223579,0.973,0.706,3.63392882518743e-138
"DEGS2",1.36493665108494e-140,0.997927540072886,1,0.979,2.88397465007736e-136
"MCCD1",1.69128452639501e-135,-1.73319372727803,0.425,0.922,3.57351507582001e-131
"B4GALT1",6.10395372219e-135,1.18803862873322,0.998,0.828,1.28970438196153e-130
"RAB11FIP1",1.01055724299119e-134,-0.932385508104987,1,0.999,2.13520639871609e-130
"ZNF703",2.65057700881149e-134,-0.823486046673925,1,1,5.6004041619178e-130
"PDLIM1",5.05018868893145e-134,1.27297714299739,0.99,0.793,1.06705436808433e-129
"RPS27",8.99249375368561e-132,0.450930886513989,1,1,1.90002400521623e-127
"PIP",2.09274444924277e-129,1.21221466453405,0.802,0.218,4.42175974680506e-125
"METRN",5.0455868363818e-128,-1.06923937430414,0.939,0.999,1.06608204265911e-123
"SCGB2A2",6.34524579224864e-128,-2.17012063778388,0.746,0.97,1.34068698344422e-123
"RPL26",2.49354031741704e-125,-0.847314459631399,1,1,5.26860133667046e-121
"GABARAP",6.35931489940171e-124,-0.80706510029243,1,1,1.34365964509459e-119
"SHISA2",4.76315678298236e-123,1.49650060552846,0.951,0.492,1.00640739667634e-118
"SCGB1D2",1.32012918527743e-122,-2.12207307575688,0.614,0.94,2.78930095557269e-118
"IGFBP5",2.62179592092621e-121,0.750523634230683,1,1,5.53959260132499e-117
"GLYATL3",4.94908014949265e-121,0.773132074433931,0.535,0.055,1.0456911447863e-116
"RNASEK",1.88279488180591e-120,-0.783757424711122,0.998,1,3.97815730576771e-116
"CTPS2",9.23320136058318e-120,-1.33577008229462,0.756,0.987,1.95088311547762e-115
"CEACAM6",2.44140205923853e-119,1.20270750863939,0.939,0.43,5.1584384109651e-115
"YWHAE",3.7629371996027e-119,-0.795161587113901,1,1,7.95071000904054e-115
"HLA-B",9.07377998138184e-119,-1.14923214669521,1,1,1.91719897226617e-114
"LAGE3",1.19931932300537e-118,0.992880179223645,0.998,0.9,2.53404179757805e-114
"SELENOW",3.2333253849399e-117,0.680758236844103,1,1,6.83169320583952e-113
"MAB21L4",4.20462028332469e-117,1.18012617486424,0.873,0.352,8.88394219663675e-113
"MGP",1.41954538975018e-116,-2.3708198019543,1,1,2.99935745400317e-112
"PLPBP",5.2531710550062e-116,-1.1398981796627,0.699,0.974,1.10994251221226e-111
"PTMA",3.47199651015666e-115,0.51222363693836,1,1,7.33598142631002e-111
"FKBP10",4.15147831233731e-115,-1.19034345452003,0.408,0.917,8.7716585261375e-111
"AL121790.1",9.05384364069252e-115,0.665104446455881,0.472,0.036,1.91298662284192e-110
"UGCG",3.28856698768128e-114,-1.11260103365059,0.934,0.996,6.94841318827178e-110
"ELF3",3.2420595278411e-110,0.699024941382033,1,1,6.85014757637545e-106
"PPIA",3.54330459619172e-110,0.46777793930198,1,1,7.48664828129349e-106
"AQP3",2.08634296080778e-108,0.921127870998052,1,0.979,4.40823404189075e-104
"ST8SIA6-AS1",7.01537511519339e-107,-1.25458761049319,0.276,0.823,1.48227860808921e-102
"IFI27",7.36279823285164e-107,-0.978503955734579,1,1,1.55568563861922e-102
"CTTN",8.24304357660503e-106,0.677323609188345,1,1,1.74167267730088e-101
"WFDC2",2.53429780630644e-104,-1.48802855389512,0.333,0.848,5.35471783494488e-100
"TAGLN2",1.71951364983898e-103,0.603102791455188,1,1,3.63316039074477e-99
"HK2",1.48112197339285e-102,-1.25216137868982,0.621,0.943,3.12946261758175e-98
"CALML5",2.96304103921298e-102,0.720072068846882,1,1,6.2606094117531e-98
"PFN1",3.51638103545222e-100,-0.451276182922401,1,1,7.429761489807e-96
"XBP1",3.70231865910027e-100,-0.486344190904832,1,1,7.82262909481297e-96
"LINC01410",4.9779822149478e-99,0.72697749721104,0.579,0.107,1.05179786219632e-94
"COX6C",9.17564536641834e-99,-1.04149906129652,1,1,1.93872210947053e-94
"RPS19",1.10778004174687e-98,0.418618820987,1,1,2.34062845020696e-94
"EEF1D",1.77730648894427e-98,0.677504894674194,1,0.997,3.75527088049036e-94
"CPB1",1.62377132537579e-97,-2.7168702262078,0.934,0.988,3.43086643338651e-93
"PVALB",3.17152082107353e-97,-1.16105650679183,0.851,0.974,6.70110634284627e-93
"ABCC11",7.10867882783008e-96,1.12297933198995,0.807,0.313,1.50199274953222e-91
"IGFBP4",9.16948710633757e-96,-0.78694723971548,1,1,1.93742093069807e-91
"DBI",1.13581736812415e-95,0.780291320790873,1,0.993,2.39986851710952e-91
"ASCL2",1.26543233344459e-95,0.972233339976985,0.907,0.537,2.67373197733507e-91
"EVL",1.80589824335867e-95,-0.727406301357241,0.998,1,3.81568239839253e-91
"RPS12",9.91006957990365e-95,0.466259904245265,1,1,2.09389860153784e-90
"S100A14",5.03462873476741e-93,0.790893778319423,1,0.966,1.06376670536901e-88
"AZGP1",7.76285049566527e-93,0.711825210031539,1,1,1.64021268122912e-88
"SNRPE",1.36503317281281e-92,0.613916568961454,1,0.999,2.88417859083619e-88
"PLPP2",2.32863728217606e-92,0.873645629227049,0.998,0.871,4.9201777135098e-88
"TACSTD2",4.96826885812447e-92,0.775672446932065,1,0.971,1.04974552703312e-87
"SERPINA5",7.88712077201408e-92,-1.17331860679958,0.284,0.788,1.66646974791885e-87
"GPR162",8.73433166674277e-92,0.692535329048624,0.575,0.115,1.84547693786608e-87
"GRINA",1.09779450188976e-91,0.596305172724497,1,0.999,2.31953000304287e-87
"BRF2",1.46776622178811e-91,-0.982819884113455,0.689,0.953,3.1012432500161e-87
"EIF4A1",3.31276242247209e-90,-0.568840145354361,1,1,6.99953572244129e-86
"PDZK1IP1",9.56765455232504e-90,0.900497004993037,0.731,0.237,2.02154973036076e-85
"RPLP1",1.82895478811321e-88,0.384575672426928,1,1,3.86439857180439e-84
"TFF3",5.72135496944646e-88,-0.907457200726153,1,1,1.20886509149434e-83
"LY6E",3.58960278452549e-87,0.604705514769033,1,1,7.5844717234239e-83
"ABCC12",3.71169076505398e-87,0.896064297902642,0.641,0.177,7.84243141748256e-83
"ACTB",4.29268082994348e-87,0.361103886005266,1,1,9.07000532558758e-83
"CBWD5",5.79977957223261e-87,0.977657455660613,0.919,0.64,1.22543542581703e-82
"SNHG25",3.94428340487478e-85,-0.567189690346558,1,1,8.33387640615992e-81
"EFHD1",6.93617061057746e-84,0.83148041610858,0.998,0.97,1.46554348830891e-79
"CST3",2.74909169093525e-83,-0.522354574764797,1,1,5.8085558337771e-79
"HLA-DRB1",9.75395163282945e-83,-0.84486745042533,0.983,0.998,2.06091244050054e-78
"RERG",1.39652682606121e-81,-1.13479956756686,0.751,0.949,2.95072153078472e-77
"TXN",3.80330944050488e-81,0.555425293971062,1,0.999,8.03601251684277e-77
"TMEM256",8.18826583223819e-81,-0.832023933001353,0.897,0.987,1.73009868769361e-76
"FXYD3",9.01827712858159e-81,0.445740792880604,1,1,1.905471774498e-76
"CYP4B1",1.33504648370581e-80,0.969268418973212,0.919,0.545,2.820819715422e-76
"DNAJC1",2.66107067302819e-80,0.898279229411041,0.895,0.521,5.62257622504126e-76
"MGST3",3.56869694643688e-80,0.573150604220024,1,0.995,7.54029977812649e-76
"KIAA2012-AS1",1.91380204337555e-79,0.854596432029131,0.682,0.217,4.0436723374482e-75
"RPLP2",5.56258298389579e-79,0.377183008355024,1,1,1.17531815866734e-74
"ECM1",3.88022954570013e-78,1.11673785523041,0.875,0.5,8.1985370071098e-74
"CACYBP",2.48186527559668e-77,0.623994952440003,1,0.992,5.24393314080822e-73
"MYL6",6.0931799052745e-77,0.305583819433679,1,1,1.28742798218545e-72
"VPS28",2.3929413810399e-76,0.637343271817953,1,0.971,5.0560458439992e-72
"XAB2",1.36776496448909e-75,-0.856067996478779,0.782,0.96,2.889950593469e-71
"TPM3",1.6993235888578e-75,0.452619308063802,1,1,3.59050081089764e-71
"H2AFJ",5.02145333657626e-75,-0.613876206933923,1,1,1.0609828754852e-70
"CSDE1",7.04900824467133e-75,0.62780558245267,0.998,0.959,1.48938495201661e-70
"RHOH",1.34440841210095e-74,-0.999261548100196,0.501,0.84,2.84060053392811e-70
"ANO1",1.73600949496921e-73,0.740079719658147,0.993,0.978,3.66801446192044e-69
"HLA-A",1.87989881273231e-73,-0.762625379304399,1,1,3.97203820142211e-69
"POLR2L",2.05747125236224e-73,0.465973231440446,1,1,4.34723100911618e-69
"EXOC2",3.04247285227893e-73,-1.0381111122977,0.565,0.872,6.42844088958015e-69
"HLA-C",4.94334761289598e-73,-0.746676724023454,1,1,1.04447991712879e-68
"HSPE1",2.34418108657513e-72,0.587624890438928,1,0.997,4.9530202178246e-68
"HLA-DRA",4.34828234832832e-72,-0.842978447722182,0.998,1,9.18748577378291e-68
"NAA38",4.46367733957451e-72,-0.705118796045371,0.951,0.999,9.43130385078698e-68
"NAT1",5.25591263402361e-72,1.01598842807891,0.897,0.602,1.11052178044285e-67
"MT-ND1",8.8676135605501e-71,-0.780445723604076,1,1,1.87363806920863e-66
"RPS21",9.23556292122633e-71,0.347993342335138,1,1,1.95138208962591e-66
"LAMB2",1.43164301079527e-70,-0.708766246025532,0.914,0.996,3.02491851750932e-66
"IFT122",3.21759884081565e-70,-0.868453286976719,0.971,0.993,6.79846459075939e-66
"KAT6B",4.86170474854667e-70,-1.04544673537009,0.584,0.882,1.02722959632043e-65
"CFB",7.31469453177389e-70,-0.919726110012201,1,0.999,1.54552180761851e-65
"NENF",7.85049701205961e-70,0.581972682930965,1,0.992,1.65873151367808e-65
"TRAPPC1",4.8585339694225e-69,-0.732713584135004,0.873,0.982,1.02655964239928e-64
"GRB2",2.19922728329329e-68,-0.725259750173223,0.971,0.995,4.64674732687039e-64
"SULT2B1",5.20359769563858e-68,0.750535172144854,0.756,0.334,1.09946815711148e-63
"CLDN7",6.08045514910856e-68,-0.595924022713256,0.998,1,1.28473936845515e-63
"ANXA6",7.02106347619817e-68,-0.698221294036316,0.973,0.994,1.48348050188591e-63
"SCUBE2",2.03234046614049e-67,0.882664365923692,0.853,0.483,4.29413217090823e-63
"IL20",7.26121217950398e-67,0.86506999628693,0.858,0.516,1.5342215214074e-62
"NPNT",8.41806547346478e-67,0.766950602914747,0.895,0.566,1.77865305388837e-62
"ENSA",1.25589833982554e-66,0.533850808272539,1,0.996,2.65358760221738e-62
"HMGB2",3.93684069327865e-66,0.814354089582934,0.978,0.876,8.31815070082846e-62
"LINC02197",1.48117181245665e-65,0.370210292252202,0.276,0.019,3.12956792253965e-61
"GNG5",1.72396090540419e-65,0.595241112085004,1,0.991,3.64255699702852e-61
"CHCHD2",4.11776557555731e-65,0.421549645273229,1,1,8.70042688459503e-61
"EFNA1",1.41052412499723e-64,0.595908431585752,1,0.999,2.98029642370666e-60
"RABEP1",3.58307320696152e-64,-0.777577833759253,0.839,0.974,7.570675378989e-60
"KDELR2",9.08480454829772e-64,0.573925396433744,1,0.984,1.91952835300983e-59
"SIX1",1.06016631346241e-63,-0.837965189751293,0.619,0.894,2.24002540371473e-59
"DCAF10",3.07821127634088e-63,-0.758441847392181,0.866,0.975,6.50395260578064e-59
"HIST2H2BE",3.93495044183061e-63,-0.776488605317236,0.743,0.944,8.31415678854389e-59
"COL9A2",5.9412922174277e-63,-0.92335522970664,0.648,0.901,1.2553356326203e-58
"HEBP1",1.17926140878945e-62,-0.993839502544552,0.978,0.991,2.49166143063124e-58
"LYZ",1.82213860010647e-62,-1.11269454469298,0.929,0.963,3.84999664816495e-58
"PTGES",4.35346899944315e-62,1.04599783488573,0.91,0.69,9.19844464892342e-58
"TMEM165",4.53156040403695e-62,0.60020344827655,0.993,0.933,9.57473397768967e-58
"TOMM7",4.96088455015724e-62,0.482127184608394,1,0.999,1.04818529660272e-57
"PARD6B",5.06250488792774e-62,0.641414892426204,0.993,0.954,1.06965665777025e-57
"CRISP1",6.72094189185131e-62,0.349059453492896,0.24,0.012,1.42006781232926e-57
"LYPLA1",1.1050197248906e-61,-0.704377667665927,0.873,0.977,2.33479617672134e-57
"FAR2",1.44655766534819e-61,0.670283107428329,0.719,0.313,3.05643169111418e-57
"KCTD3",1.66299734230838e-61,0.699887828809126,0.99,0.919,3.51374708456337e-57
"MUC1",2.96425948864917e-61,0.453998936761823,1,1,6.26318387356683e-57
"SUSD3",7.6325710858992e-61,0.620183177708768,0.733,0.309,1.61268594473964e-56
"IFITM3",1.94807237095806e-60,0.426086044921876,1,1,4.11608211259728e-56
"FAM234B",6.63753681487708e-60,-0.753928012766657,0.998,0.999,1.40244515361538e-55
"MYO6",1.26169766861794e-59,0.793482661171042,0.951,0.766,2.66584100402285e-55
"VMP1",2.35110067539167e-59,0.491944728259062,1,0.999,4.96764061703506e-55
"AUTS2",4.03627713314752e-59,-0.982379457775552,0.438,0.756,8.5282499546274e-55
"NEDD4L",7.11456014030148e-59,0.643583646934121,0.998,0.955,1.5032354120443e-54
"SLC39A6",7.24553388530277e-59,-0.788404470047303,1,1,1.53090885462562e-54
"AL356313.1",1.41217516097173e-58,0.397670834769257,0.289,0.03,2.98378489761716e-54
"BLVRA",1.56022472245352e-58,0.678623550544616,0.958,0.799,3.29659881607205e-54
"COMT",1.79474085502718e-58,-0.655613333728879,0.875,0.985,3.79210795258693e-54
"YPEL3",4.82037026835827e-58,0.582623867237466,1,0.981,1.01849603400142e-53
"RPL7",8.25572284280947e-58,-0.368252965565301,1,1,1.74435167945721e-53
"TRIM45",9.29558985810471e-58,0.564547032315652,0.638,0.238,1.96406518111894e-53
"EYA2",1.84517467767604e-57,0.583524707129919,0.557,0.178,3.89866957646169e-53
"SYAP1",3.68851087747162e-57,-0.638922805186617,0.88,0.972,7.79345463300978e-53
"CLDN3",3.79546130969366e-57,0.431096102683144,1,1,8.01943020125172e-53
"UBE2S",3.9017249150686e-57,0.739421257785609,0.961,0.838,8.24395457304845e-53
"SPP1",4.06459933436645e-57,1.05268266313742,0.907,0.651,8.58809193358287e-53
"CTNNA1",4.08450409390551e-57,0.516964989782323,0.998,0.991,8.63014870001296e-53
"TCIM",8.54123144070103e-57,-0.978493929114028,0.572,0.842,1.80467679110572e-52
"CCT3",9.34928984890589e-57,0.443089605895927,1,1,1.97541145217532e-52
"KRT19",1.67329969304801e-56,-0.272461263528047,1,1,3.53551492144115e-52
"WNK4",1.73782188294467e-56,-0.846597119687979,0.457,0.788,3.67184385647379e-52
"FLOT1",1.94535132910031e-56,-0.569020396292724,0.976,0.998,4.11033282325605e-52
"KLHDC7B",2.60339114785522e-56,-1.13166741649285,0.399,0.74,5.50070515630329e-52
"ATP9A",2.82854833352672e-56,0.658307369174594,0.988,0.877,5.9764397739086e-52
"TUBB4B",3.5361818357707e-56,0.566115153461428,0.993,0.981,7.47159860079991e-52
"HLA-DRB5",6.96773874029538e-56,-0.769604135238728,0.927,0.983,1.47221351843701e-51
"SERPINA3",1.27843795222309e-55,-1.04323171197092,0.973,0.999,2.70121154925217e-51
"PDIA3",1.6381496251696e-55,-0.529181369497215,0.995,0.998,3.46124634302085e-51
"MT1E",1.93713870684163e-55,0.637759989488821,0.983,0.935,4.09298037368569e-51
"TXNDC17",1.946943525983e-55,-0.590776054451796,0.961,0.996,4.11369697604948e-51
"EIF5A",2.44220963092416e-55,-0.599170551807063,0.99,1,5.16014472917965e-51
"TPRG1",4.66423113736877e-55,0.600486418725089,0.553,0.186,9.85505397014648e-51
"PAICS",7.81764930380662e-55,0.571119686239139,0.985,0.923,1.6517911214013e-50
"B2M",1.05158491467949e-54,-0.570129639252742,1,1,2.22189376622629e-50
"WASHC5",4.50118972978158e-54,-0.680385984535015,0.924,0.98,9.5105637800555e-50
"PLEKHS1",4.53132582096316e-54,0.703637838053382,0.763,0.407,9.57423832711306e-50
"SLITRK5",1.04429501837902e-53,0.352507039179174,0.281,0.033,2.20649094433303e-49
"PRKACB",1.22362055536916e-53,0.733263270967774,0.826,0.497,2.58538787143949e-49
"SPTSSA",2.46161378047767e-53,0.640712180443433,0.976,0.797,5.20114375677128e-49
"ADAR",3.62430841248761e-53,0.395829024358101,1,1,7.65780124474506e-49
"ADAM15",5.69559930407994e-53,0.517644651715659,0.995,0.981,1.20342317695905e-48
"MYO1C",8.06457352374142e-53,-0.615720609178376,0.905,0.984,1.70396373983132e-48
"CCDC57",9.81978146885767e-53,-0.709211458928467,0.685,0.921,2.07482162655494e-48
"ANKRD30B",2.37544975298969e-52,0.735626207521625,0.885,0.624,5.01908778309191e-48
"ITPRIPL2",2.5188188497216e-52,0.706964806209743,0.826,0.511,5.32201234757677e-48
"PPT1",2.5352390228148e-52,-0.599066706148554,0.932,0.992,5.35670653130539e-48
"RPS15",3.17544248110634e-52,0.343077708868355,1,1,6.70939241832959e-48
"DIO1",4.1340982374417e-52,0.630480465559467,0.711,0.336,8.73493616589057e-48
"DYNC1LI1",4.91973615904853e-52,-0.788406218650932,0.601,0.844,1.03949105304536e-47
"ESPN",8.85109955829422e-52,0.611580992260895,0.819,0.473,1.87014882567199e-47
"RPS16",1.25222893670792e-51,0.27511771614932,1,1,2.64583452037016e-47
"VIRMA",2.0760127065229e-51,-0.667586531328056,0.907,0.971,4.38640724761223e-47
"TMEM176A",2.19996882577329e-51,-0.6235303911397,0.892,0.978,4.64831413197638e-47
"TAPBP",2.69880200156003e-51,-0.484554411519124,1,0.999,5.70229874909618e-47
"MIDN",2.87963805933265e-51,0.658127581291638,0.897,0.607,6.08438725556395e-47
"ALDOC",5.93597702125727e-51,-0.753235392080038,0.166,0.581,1.25421258482145e-46
"ESR1",6.90899796691965e-51,0.513534258439381,1,0.991,1.45980218043045e-46
"LINC00578",7.82144918457105e-51,-0.76052773323266,0.296,0.669,1.65259399820802e-46
"FAM177A1",8.54171192043444e-51,0.683717495263312,0.91,0.68,1.80477831166859e-46
"COX5B",1.15297029331249e-50,0.360684262159308,1,1,2.43611093273996e-46
"APP",1.49246802433374e-50,-0.658293212794179,0.834,0.97,3.15343568861475e-46
"STS",1.56330098797854e-50,-0.829800394273238,0.313,0.679,3.30309865749986e-46
"ZNF217",1.65770222674007e-50,0.595752611951105,0.983,0.935,3.5025590348791e-46
"PUF60",2.12753738838174e-50,0.532205191665261,0.983,0.944,4.49527374791178e-46
"NDUFA4",2.66106434222488e-50,0.392666508997399,1,0.999,5.62256284868695e-46
"ERBB3",3.42596004930285e-50,0.514432534277388,1,0.986,7.23871098817198e-46
"AL121974.1",3.85697896618987e-50,0.275254450633066,0.198,0.01,8.14941085766257e-46
"HLA-DQB1",5.91575293404519e-50,-0.749408062041006,0.756,0.944,1.24993943743441e-45
"OCLN",5.99216362591381e-50,0.613131935432239,0.958,0.866,1.26608425251933e-45
"CRACR2B",7.66625784514182e-50,0.59396428550538,0.98,0.924,1.61980362010001e-45
"CAPN2",8.52814444659338e-50,0.653914035021317,0.892,0.64,1.80191164012071e-45
"SELENBP1",9.62604909895892e-50,0.509892677237741,1,0.99,2.03388791411903e-45
"NUCKS1",1.27646914633275e-49,0.402634652247714,1,1,2.69705165928648e-45
"FHL2",2.39443583530595e-49,0.645761839257858,0.557,0.202,5.05920347641795e-45
"PTP4A2",3.6230053861295e-49,0.556841472905548,0.988,0.886,7.65504808035301e-45
"CD74",6.98104988543525e-49,-0.635224425023612,1,1,1.47502603029361e-44
"CBX3",7.78388946102549e-49,0.467540836485851,1,0.993,1.64465800422008e-44
"JTB",1.27610711330221e-48,0.378766468260145,1,0.999,2.69628671969624e-44
"BACE2",1.32371790613181e-48,-0.815393126785647,0.609,0.834,2.79688356386589e-44
"AC026355.2",1.34265954849859e-48,-0.812538011293752,0.357,0.683,2.83690536002267e-44
"H2AFV",2.83801640737049e-48,0.522601719767019,0.995,0.951,5.9964448671331e-44
"BASP1",2.83941797155799e-48,-1.03989337844134,0.362,0.701,5.99940623210487e-44
"AR",3.82275741530629e-48,0.548269688204064,0.638,0.265,8.07710414280066e-44
"CYC1",4.14629098804885e-48,0.504721266423623,0.993,0.962,8.76069822864842e-44
"BARX1",5.52277271876219e-48,0.330329862995529,0.271,0.037,1.16690664774726e-43
"REPS2",9.89766460748289e-48,-0.900466423899061,0.577,0.809,2.09127755491506e-43
"EIF4EBP1",1.11441931476246e-47,-0.810399804995726,0.616,0.851,2.3546565701616e-43
"WBP1",1.22382889061676e-47,-0.558033794627524,0.961,0.985,2.58582806298415e-43
"COL2A1",1.47272764135043e-47,-0.795771202656248,0.362,0.706,3.11172623340933e-43
"CGA",1.98196898880401e-47,-1.14590721435088,0.724,0.89,4.18770227644398e-43
"CXCL17",2.4054568876175e-47,0.645257172890865,0.741,0.374,5.08248985784701e-43
"MRPL55",6.79499338156503e-47,0.51507815698748,0.988,0.956,1.43571415159087e-42
"PRPF8",7.48632551890692e-47,-0.590286085925886,0.861,0.966,1.58178571888984e-42
"SDC1",8.3290154553093e-47,0.541468891535037,0.998,0.967,1.7598376755523e-42
"KRT37",9.21165678109448e-47,-1.34021642074729,0.364,0.672,1.94633096127745e-42
"LINC02224",1.042294750589e-46,-1.04297411976955,0.227,0.586,2.20226457851949e-42
"AGPAT2",1.45811078830538e-46,0.630889875872859,0.917,0.704,3.08084228461044e-42
"IFITM1",1.58105007338976e-46,0.557810811182187,0.995,0.941,3.34060070006522e-42
"SLC39A4",1.73984921303374e-46,0.578243972680226,0.89,0.608,3.676127402219e-42
"WDR83OS",3.89174264773826e-46,-0.487164430822921,0.988,0.996,8.22286304040617e-42
"TUBA1B",4.05685417780429e-46,0.37263311185875,1,1,8.57172719228269e-42
"MORF4L2",4.44388451856193e-46,0.365110624528695,1,1,9.38948359926951e-42
"TSPAN13",4.72586995998543e-46,0.503081714574598,0.995,0.979,9.98529063845322e-42
"C1QBP",4.93010024932238e-46,-0.627722896144566,0.88,0.961,1.04168088167933e-41
"AFF3",5.83495242311302e-46,-0.683516894581348,0.592,0.824,1.23286709747955e-41
"TMED3",6.76961225431536e-46,-0.608950695880684,0.856,0.954,1.43035137321429e-41
"RAB6A",6.82945522735454e-46,0.650308746823361,0.922,0.752,1.44299559498774e-41
"RAC1",7.19674643706352e-46,0.404392415683314,1,0.992,1.52060055468715e-41
"C1orf116",7.63215946072573e-46,0.416973305115714,0.352,0.078,1.61259897245674e-41
"PBX1",1.16370584224148e-45,0.297646749258382,1,1,2.45879407407202e-41
"HIF1A",1.51656888157718e-45,-0.630990767329556,0.731,0.92,3.20435838988443e-41
"FDPS",2.61517136033481e-45,0.483895614905251,0.998,0.969,5.52559556725143e-41
"FADD",2.91615859227137e-45,0.506869123656031,0.993,0.931,6.16155148961018e-41
"GPAA1",2.97982687156263e-45,0.523644213403071,0.985,0.928,6.29607619692468e-41
"SEC61G",3.3152797625798e-45,0.466602179851507,0.995,0.997,7.00485461035487e-41
"MIEN1",3.504611896752e-45,-0.521878358159307,0.951,0.996,7.40489447664731e-41
"FKBP5",4.52584569076956e-45,0.616973867430793,0.839,0.531,9.56265936002701e-41
"SRP72",5.50593986348821e-45,0.518898989751043,0.985,0.912,1.16335003375642e-40
"SAT2",9.89038468448214e-45,-0.625559481522398,0.692,0.891,2.08973937998423e-40
"RP1",1.63587375560882e-44,-0.697838736756451,0.271,0.633,3.45643765822589e-40
"PTBP1",3.65383931670325e-44,0.456679784817783,0.995,0.981,7.72019709226229e-40
"DDR1",4.72339394258746e-44,-0.445895052965311,1,1,9.98005906129304e-40
"RPS6",6.58241741169241e-44,0.287652530669212,1,1,1.39079897491649e-39
"PTK7",1.0335366155418e-43,0.550235388919648,0.66,0.307,2.18375951497828e-39
"EPHX1",1.95341025769522e-43,-0.641743545049318,0.68,0.896,4.12736053348423e-39
"RBBP7",2.07131486136424e-43,-0.545925138608329,0.956,0.989,4.37648117057649e-39
"SRD5A3",2.0822497691344e-43,0.573761738190022,0.919,0.682,4.39958553720407e-39
"DYNLL1",2.33877495519485e-43,0.39839431412162,1,0.996,4.9415976028312e-39
"EIF3B",2.59688826035441e-43,0.467693066206432,0.993,0.967,5.48696520530283e-39
"AC089998.4",2.86526213879543e-43,0.244196867675737,0.174,0.009,6.05401237306087e-39
"PSMB4",3.34814376706879e-43,0.36342557802063,1,0.999,7.07429296543964e-39
"NAIP",4.80578361645747e-43,0.556499209073207,0.971,0.892,1.0154140203213e-38
"RNPEP",9.78634816923678e-43,0.515564603864627,0.976,0.927,2.06775750467804e-38
"HSF1",1.01206799061717e-42,0.542747875324695,0.956,0.853,2.13839845737501e-38
"TRAF5",1.11360973362435e-42,0.613140014186453,0.846,0.578,2.3529460061749e-38
"MT-CO1",1.14371412191839e-42,-0.62199407821102,1,1,2.41655356820137e-38
"ATP1A1",1.62957168920638e-42,0.531926642514208,0.963,0.823,3.44312202212415e-38
"SDC4",1.834482083241e-42,0.385834116119635,1,1,3.87607719367992e-38
"KRT7",1.84709013747329e-42,0.55903051162387,0.912,0.66,3.90271675146731e-38
"PSMD4",2.015239249712e-42,0.421220493669981,1,0.993,4.25799901071649e-38
"BSG",2.03811680861702e-42,0.401987054464864,1,0.996,4.30633700492689e-38
"TBL1XR1",2.11747545569069e-42,-0.535240535218846,0.939,0.988,4.47401389032885e-38
"AC124067.2",2.69400364175574e-42,-0.637204664983884,0.2,0.563,5.69216029466571e-38
"CENPF",2.80640516980104e-42,0.642885888973854,0.763,0.479,5.92965348327262e-38
"S100A6",3.36278859840557e-42,-0.68992020825647,1,1,7.10523602957113e-38
"PARP10",5.97455827946784e-42,0.48609814653968,0.998,0.962,1.26236441886876e-37
"ATP2A3",6.10965246004896e-42,-0.586569453118396,0.88,0.968,1.29090846828375e-37
"NPEPPS",6.32714038030929e-42,0.556488968410586,0.951,0.861,1.33686149095555e-37
"PLEKHF2",6.50524727811027e-42,-0.508121369170907,0.985,0.996,1.37449369739192e-37
